target,status,err,completion_time
EURUSD,1,ok: continue,2018-11-20 20:11:20
EEM,1,ok: continue,2018-11-20 20:11:20
EFA,1,ok: continue,2018-11-20 20:11:20
EWZ,1,ok: continue,2018-11-20 20:11:20
FXI,1,ok: continue,2018-11-20 20:11:20
GDX,1,ok: continue,2018-11-20 20:11:20
HYG,1,ok: continue,2018-11-20 20:11:20
IAU,1,ok: continue,2018-11-20 20:11:20
IWM,1,ok: continue,2018-11-20 20:11:20
SPY,1,ok: continue,2018-11-20 20:11:20
USO,1,ok: continue,2018-11-20 20:11:20
VWO,1,ok: continue,2018-11-20 20:11:20
XLE,1,ok: continue,2018-11-20 20:11:20
XLF,1,ok: continue,2018-11-20 20:11:20
XLI,1,ok: continue,2018-11-20 20:11:20
XLK,1,ok: continue,2018-11-20 20:11:20
XLP,1,ok: continue,2018-11-20 20:11:20
XLU,1,ok: continue,2018-11-20 20:11:20
XOP,1,ok: continue,2018-11-20 20:11:20
JNK,1,ok: continue,2018-11-20 20:11:20
IYR,1,ok: continue,2018-11-20 20:11:20
VEA,1,ok: continue,2018-11-20 20:11:20
SLV,1,ok,2018-11-21 01:26:42
XLV,1,ok,2018-11-21 06:51:09
RSX,1,ok,2018-11-21 11:43:56
TLT,1,ok: continue,2018-11-20 20:11:20
EWJ,1,ok: continue,2018-11-20 20:11:20
OIH,1,ok: continue,2018-11-20 20:11:20
GLD,1,ok: continue,2018-11-20 20:11:20
EZU,1,ok: continue,2018-11-20 20:11:20
KRE,1,ok: continue,2018-11-20 20:11:20
SMH,1,ok: continue,2018-11-20 20:11:20
XLB,1,ok: continue,2018-11-20 20:11:20
XRT,1,ok: continue,2018-11-20 20:11:20
LQD,1,ok: continue,2018-11-20 20:11:20
EWT,1,ok: continue,2018-11-20 20:11:20
XLY,1,ok: continue,2018-11-20 20:11:20
VNQ,1,ok: continue,2018-11-20 20:11:20
EWH,1,ok: continue,2018-11-20 20:11:20
EWW,1,ok: continue,2018-11-20 20:11:20
XBI,1,ok: continue,2018-11-20 20:11:20
DIA,1,ok: continue,2018-11-20 20:11:20
EWG,1,ok: continue,2018-11-20 20:11:20
VGK,1,ok: continue,2018-11-20 20:11:20
IEF,1,ok: continue,2018-11-20 20:11:20
EMB,1,ok: continue,2018-11-20 20:11:20
FEZ,1,ok,2018-11-21 01:26:55
AGG,1,ok,2018-11-21 06:51:01
UCO,1,ok,2018-11-21 11:40:38
EWY,1,ok,2018-11-21 16:04:04
ITB,1,ok: continue,2018-11-20 20:11:20
XHB,1,ok,2018-11-21 01:25:30
TBT,1,ok,2018-11-21 06:48:19
DBC,1,ok,2018-11-21 11:38:48
IBB,1,ok,2018-11-21 16:02:33
EWC,1,ok: continue,2018-11-20 20:11:20
UNG,1,ok: continue,2018-11-20 20:11:20
SHY,1,ok: continue,2018-11-20 20:11:20
PFF,1,ok: continue,2018-11-20 20:11:20
USDJPY,1,ok: continue,2018-11-20 20:11:20
GBPUSD,1,ok,2018-11-21 07:28:05
AUDUSD,1,ok,2018-11-21 16:37:20
USDCHF,1,ok: continue,2018-11-21 16:37:20
USDCAD,1,ok: continue,2018-11-21 16:37:20
EURJPY,1,ok: continue,2018-11-21 16:37:20
EURGBP,1,ok: continue,2018-11-21 11:43:56
NZDUSD,1,ok: continue,2018-11-21 11:43:56
XAGUSD,1,ok: continue,2018-11-21 11:43:56
XAUUSD,1,ok: continue,2018-11-21 11:43:56
