target,status,err,completion_time
EURUSD,1,ok: continue,2018-11-29 14:15:39
EEM,1,ok: continue,2018-11-29 14:15:39
EFA,1,ok: continue,2018-11-29 14:15:39
EWZ,1,ok: continue,2018-11-29 14:15:39
FXI,1,ok: continue,2018-11-29 14:15:39
GDX,1,ok: continue,2018-11-29 14:15:39
HYG,1,ok: continue,2018-11-29 14:15:39
IAU,1,ok: continue,2018-11-29 14:15:39
IWM,1,ok: continue,2018-11-29 14:15:39
SPY,1,ok: continue,2018-11-29 14:15:39
USO,1,ok: continue,2018-11-29 14:15:39
VWO,1,ok: continue,2018-11-29 14:15:39
XLE,1,ok: continue,2018-11-29 14:15:39
XLF,1,ok: continue,2018-11-29 14:15:39
XLI,1,ok: continue,2018-11-29 14:15:39
XLK,1,ok: continue,2018-11-29 14:15:39
XLP,1,ok: continue,2018-11-29 14:15:39
XLU,1,ok: continue,2018-11-29 14:15:39
XOP,1,ok: continue,2018-11-29 14:15:39
JNK,1,ok: continue,2018-11-29 14:15:39
IYR,1,ok: continue,2018-11-29 14:15:39
VEA,1,ok: continue,2018-11-29 14:15:39
SLV,1,ok: continue,2018-11-29 14:15:39
XLV,1,ok: continue,2018-11-29 14:15:39
RSX,1,ok: continue,2018-11-29 14:15:39
TLT,1,ok: continue,2018-11-29 14:15:39
EWJ,1,ok: continue,2018-11-29 14:15:39
OIH,1,ok: continue,2018-11-29 14:15:39
GLD,1,ok: continue,2018-11-29 14:15:39
EZU,1,ok: continue,2018-11-29 14:15:39
KRE,1,ok: continue,2018-11-29 14:15:39
SMH,1,ok: continue,2018-11-29 14:15:39
XLB,1,ok: continue,2018-11-29 14:15:39
XRT,1,ok: continue,2018-11-29 14:15:39
LQD,1,ok: continue,2018-11-29 14:15:39
EWT,1,ok: continue,2018-11-29 14:15:39
XLY,1,ok: continue,2018-11-29 14:15:39
VNQ,1,ok: continue,2018-11-29 14:15:39
EWH,1,ok: continue,2018-11-29 14:15:39
EWW,1,ok: continue,2018-11-29 14:15:39
XBI,1,ok: continue,2018-11-29 14:15:39
DIA,1,ok: continue,2018-11-29 14:15:39
EWG,1,ok: continue,2018-11-29 14:15:39
VGK,1,ok: continue,2018-11-29 14:15:39
IEF,1,ok,2018-11-29 14:46:35
EMB,1,ok,2018-11-29 15:18:03
FEZ,1,ok,2018-11-29 15:44:36
AGG,1,ok,2018-11-29 16:15:17
ITB,1,ok,2018-11-29 14:46:38
EWC,1,ok,2018-11-29 15:17:53
UNG,1,ok,2018-11-29 15:44:26
USDJPY,1,ok,2018-11-29 16:50:59
GBPUSD,1,ok: continue,2018-11-29 14:15:39
AUDUSD,1,ok: continue,2018-11-29 14:15:39
USDCAD,1,ok: continue,2018-11-29 14:15:39
EURJPY,1,ok: continue,2018-11-29 14:15:39
NZDUSD,1,ok,2018-11-29 15:32:58
XAGUSD,1,ok,2018-11-29 16:42:47
