target,status,err,completion_time
EURUSD,1,ok: continue,2018-11-29 08:29:49
EEM,1,ok: continue,2018-11-29 08:29:49
EFA,1,ok: continue,2018-11-29 08:29:49
EWZ,1,ok: continue,2018-11-29 08:29:49
FXI,1,ok: continue,2018-11-29 08:29:49
GDX,1,ok: continue,2018-11-29 08:29:49
HYG,1,ok: continue,2018-11-29 08:29:49
IAU,1,ok: continue,2018-11-29 08:29:49
IWM,1,ok: continue,2018-11-29 08:29:49
SPY,1,ok: continue,2018-11-29 08:29:49
USO,1,ok: continue,2018-11-29 08:29:49
VWO,1,ok: continue,2018-11-29 08:29:49
XLE,1,ok: continue,2018-11-29 08:29:49
XLF,1,ok: continue,2018-11-29 08:29:49
XLI,1,ok: continue,2018-11-29 08:29:49
XLK,1,ok: continue,2018-11-29 08:29:49
XLP,1,ok: continue,2018-11-29 08:29:49
XLU,1,ok: continue,2018-11-29 08:29:49
XOP,1,ok: continue,2018-11-29 08:29:49
JNK,1,ok: continue,2018-11-29 08:29:49
IYR,1,ok: continue,2018-11-29 08:29:49
VEA,1,ok: continue,2018-11-29 08:29:49
SLV,1,ok: continue,2018-11-29 08:29:49
XLV,1,ok: continue,2018-11-29 08:29:49
RSX,1,ok: continue,2018-11-29 08:29:49
TLT,1,ok: continue,2018-11-29 08:29:49
EWJ,1,ok: continue,2018-11-29 08:29:49
OIH,1,ok: continue,2018-11-29 08:29:49
GLD,1,ok: continue,2018-11-29 08:29:49
EZU,1,ok: continue,2018-11-29 08:29:49
KRE,1,ok: continue,2018-11-29 08:29:49
SMH,1,ok: continue,2018-11-29 08:29:49
XLB,1,ok: continue,2018-11-29 08:29:49
XRT,1,ok: continue,2018-11-29 08:29:49
LQD,1,ok: continue,2018-11-29 08:29:49
EWT,1,ok: continue,2018-11-29 08:29:49
XLY,1,ok: continue,2018-11-29 08:29:49
VNQ,1,ok: continue,2018-11-29 08:29:49
EWH,1,ok: continue,2018-11-29 08:29:49
EWW,1,ok: continue,2018-11-29 08:29:49
XBI,1,ok: continue,2018-11-29 08:29:49
DIA,1,ok: continue,2018-11-29 08:29:49
EWG,1,ok: continue,2018-11-29 08:29:49
VGK,1,ok: continue,2018-11-29 08:29:49
IEF,1,ok,2018-11-29 08:52:31
EMB,1,ok,2018-11-29 09:15:12
FEZ,1,ok,2018-11-29 09:37:58
AGG,1,ok,2018-11-29 10:01:15
ITB,1,ok,2018-11-29 08:52:31
EWC,1,ok,2018-11-29 09:15:14
UNG,1,ok,2018-11-29 09:38:06
USDJPY,1,ok,2018-11-29 10:28:40
GBPUSD,1,ok: continue,2018-11-29 08:29:49
AUDUSD,1,ok: continue,2018-11-29 08:29:49
USDCAD,1,ok: continue,2018-11-29 08:29:49
EURJPY,1,ok: continue,2018-11-29 08:29:49
NZDUSD,1,ok: continue,2018-11-29 08:29:49
XAGUSD,1,ok: continue,2018-11-29 08:29:49
