target,status,err,completion_time
EURUSD,1,ok,2018-11-09 03:42:43
EEM,1,ok,2018-11-09 05:10:45
EFA,1,ok,2018-11-09 06:43:40
EWZ,1,ok,2018-11-09 08:11:30
FXI,1,ok,2018-11-09 09:38:26
GDX,1,ok,2018-11-09 11:03:42
HYG,1,ok,2018-11-09 12:23:24
IAU,1,ok,2018-11-09 13:37:11
IWM,1,ok,2018-11-09 14:50:13
SPY,1,ok,2018-11-08 23:25:17
USO,1,ok,2018-11-09 01:01:57
VWO,1,ok,2018-11-09 02:43:00
XLE,1,ok,2018-11-09 04:14:11
XLF,1,ok,2018-11-09 05:49:15
XLI,1,ok,2018-11-09 07:18:03
XLK,1,ok,2018-11-09 08:47:43
XLP,1,ok,2018-11-09 10:15:14
XLU,1,ok,2018-11-09 11:38:26
XOP,1,ok,2018-11-09 12:54:56
JNK,1,ok,2018-11-09 14:08:08
IYR,1,ok,2018-11-09 15:22:03
VEA,1,ok,2018-11-09 16:35:31
SLV,1,ok,2018-11-09 17:49:21
XLV,1,ok,2018-11-09 19:03:17
RSX,1,ok,2018-11-09 20:17:17
TLT,1,ok,2018-11-09 21:31:43
EWJ,1,ok,2018-11-09 22:47:15
OIH,1,ok,2018-11-09 16:03:05
GLD,1,ok,2018-11-09 17:16:05
EZU,1,ok,2018-11-09 18:30:01
KRE,1,ok,2018-11-09 19:43:31
SMH,1,ok,2018-11-09 20:57:44
XLB,1,ok,2018-11-09 22:12:32
XRT,1,ok,2018-11-09 23:26:41
LQD,1,ok,2018-11-10 00:41:03
EWT,1,ok,2018-11-10 01:55:27
XLY,1,ok,2018-11-10 00:02:17
VNQ,1,ok,2018-11-10 01:17:20
EWH,1,ok,2018-11-10 02:32:41
EWW,1,ok,2018-11-10 03:49:00
XBI,1,ok,2018-11-10 05:04:33
DIA,1,ok,2018-11-10 06:19:54
EWG,1,ok,2018-11-10 07:36:52
VGK,1,ok,2018-11-10 08:52:40
IEF,1,ok,2018-11-10 10:08:46
EMB,1,ok,2018-11-10 03:10:21
FEZ,1,ok,2018-11-10 04:25:05
AGG,1,ok,2018-11-10 05:40:23
UCO,1,ok,2018-11-10 06:55:25
EWY,1,ok,2018-11-10 08:11:16
ITB,1,ok,2018-11-10 09:26:54
XHB,1,ok,2018-11-10 10:42:24
TBT,1,ok,2018-11-10 11:58:22
DBC,1,ok,2018-11-10 13:14:29
IBB,1,ok,2018-11-10 11:25:05
EWC,1,ok,2018-11-10 12:42:37
UNG,1,ok,2018-11-10 13:56:22
SHY,1,ok,2018-11-10 15:12:28
PFF,1,ok,2018-11-10 16:33:55
USDJPY,1,ok,2018-11-10 21:13:07
GBPUSD,1,ok,2018-11-11 01:53:20
AUDUSD,1,ok,2018-11-11 06:37:14
USDCHF,1,ok,2018-11-11 11:21:06
USDCAD,1,ok,2018-11-10 17:45:36
EURJPY,1,ok,2018-11-10 22:21:42
EURGBP,1,ok,2018-11-11 02:58:37
NZDUSD,1,ok,2018-11-11 07:37:12
XAGUSD,1,ok,2018-11-11 12:18:34
XAUUSD,1,ok,2018-11-11 16:23:54
