target,status,err,completion_time
EURUSD,1,ok,2018-11-24 19:00:45
EEM,1,ok,2018-11-24 20:53:54
EFA,1,ok,2018-11-24 22:47:41
EWZ,1,ok,2018-11-25 00:39:51
FXI,1,ok,2018-11-25 02:32:44
GDX,1,ok,2018-11-24 13:47:54
HYG,1,ok,2018-11-24 15:56:48
IAU,1,ok,2018-11-24 18:05:51
IWM,1,ok,2018-11-24 20:03:58
SPY,1,ok,2018-11-24 22:01:34
USO,1,ok,2018-11-24 13:48:19
VWO,1,ok,2018-11-24 15:56:42
XLE,1,ok,2018-11-24 18:05:47
XLF,1,ok,2018-11-24 20:03:40
XLI,1,ok,2018-11-24 22:01:10
XLK,1,ok,2018-11-24 13:47:43
XLP,1,ok,2018-11-24 15:56:15
XLU,1,ok,2018-11-24 18:05:22
XOP,1,ok,2018-11-24 20:02:56
JNK,1,ok,2018-11-24 22:00:44
IYR,1,ok,2018-11-24 23:57:57
VEA,1,ok,2018-11-25 01:57:01
SLV,1,ok,2018-11-25 03:55:03
XLV,1,ok,2018-11-25 05:53:00
RSX,1,ok,2018-11-25 07:50:22
TLT,1,ok,2018-11-24 23:59:08
EWJ,1,ok,2018-11-25 01:57:30
OIH,1,ok,2018-11-25 03:55:55
GLD,1,ok,2018-11-25 05:53:50
EZU,1,ok,2018-11-25 07:51:28
KRE,1,ok,2018-11-24 23:59:48
SMH,1,ok,2018-11-25 01:58:07
XLB,1,ok,2018-11-25 03:56:40
XRT,1,ok,2018-11-25 05:54:37
LQD,1,ok,2018-11-25 07:51:59
EWT,1,ok,2018-11-25 04:26:21
XLY,1,ok,2018-11-25 06:20:45
VNQ,1,ok,2018-11-25 08:15:36
EWH,1,ok,2018-11-25 10:09:28
EWW,1,ok,2018-11-25 12:04:59
XBI,1,ok,2018-11-25 09:47:15
DIA,1,ok,2018-11-25 11:44:40
EWG,1,ok,2018-11-25 13:42:10
VGK,1,ok,2018-11-25 15:40:15
IEF,1,ok,2018-11-25 17:39:27
EMB,1,ok,2018-11-25 09:49:01
FEZ,1,ok,2018-11-25 11:46:29
AGG,1,ok,2018-11-25 13:44:39
UCO,1,ok,2018-11-25 15:42:53
EWY,1,ok,2018-11-25 17:41:16
ITB,1,ok,2018-11-25 09:49:34
XHB,1,ok,2018-11-25 11:47:17
TBT,1,ok,2018-11-25 13:45:38
DBC,1,ok,2018-11-25 15:44:39
IBB,1,ok,2018-11-25 17:43:26
EWC,1,ok,2018-11-25 14:01:33
UNG,1,ok,2018-11-25 15:58:30
SHY,1,ok,2018-11-25 17:54:42
PFF,1,ok,2018-11-25 19:11:07
USDJPY,1,ok,2018-11-26 00:38:14
GBPUSD,1,ok,2018-11-25 23:06:07
AUDUSD,1,ok,2018-11-26 03:51:20
USDCHF,1,ok,2018-11-26 08:20:34
USDCAD,1,ok,2018-11-26 12:51:33
EURJPY,1,ok,2018-11-26 16:46:51
EURGBP,1,ok,2018-11-25 23:05:45
NZDUSD,1,ok,2018-11-26 03:51:14
XAGUSD,1,ok,2018-11-26 08:20:56
XAUUSD,1,ok,2018-11-26 12:49:51
