target,status,err,completion_time
EURUSD,1,ok,2018-11-04 11:19:55
EEM,1,ok,2018-11-04 11:55:00
EFA,1,ok,2018-11-04 12:30:08
EWZ,1,ok,2018-11-04 13:05:54
FXI,1,ok,2018-11-04 09:50:29
GDX,1,ok,2018-11-04 10:28:08
HYG,1,ok,2018-11-04 11:05:07
IAU,1,ok,2018-11-04 11:41:33
IWM,1,ok,2018-11-04 09:50:26
SPY,1,ok,2018-11-04 10:27:54
USO,1,ok,2018-11-04 11:05:16
VWO,1,ok,2018-11-04 11:41:40
XLE,1,ok,2018-11-04 09:50:19
XLF,1,ok,2018-11-04 10:27:34
XLI,1,ok,2018-11-04 11:04:50
XLK,1,ok,2018-11-04 11:41:04
XLP,1,ok,2018-11-04 09:50:32
XLU,1,ok,2018-11-04 10:27:59
XOP,1,ok,2018-11-04 11:04:50
JNK,1,ok,2018-11-04 11:41:27
IYR,1,ok,2018-11-04 12:17:28
VEA,1,ok,2018-11-04 12:54:45
SLV,1,ok,2018-11-04 13:32:16
XLV,1,ok,2018-11-04 14:09:39
RSX,1,ok,2018-11-04 12:18:03
TLT,1,ok,2018-11-04 12:55:16
EWJ,1,ok,2018-11-04 13:32:43
OIH,1,ok,2018-11-04 14:10:10
GLD,1,ok,2018-11-04 12:18:18
EZU,1,ok,2018-11-04 12:55:37
KRE,1,ok,2018-11-04 13:33:04
SMH,1,ok,2018-11-04 14:10:29
XLB,1,ok,2018-11-04 12:18:16
XRT,1,ok,2018-11-04 12:55:37
LQD,1,ok,2018-11-04 13:33:06
EWT,1,ok,2018-11-04 14:10:34
XLY,1,ok,2018-11-04 13:41:28
VNQ,1,ok,2018-11-04 14:17:38
EWH,1,ok,2018-11-04 14:53:33
EWW,1,ok,2018-11-04 15:29:51
XBI,1,ok,2018-11-04 14:46:05
DIA,1,ok,2018-11-04 15:23:22
EWG,1,ok,2018-11-04 16:00:46
VGK,1,ok,2018-11-04 16:38:00
IEF,1,ok,2018-11-04 14:46:45
EMB,1,ok,2018-11-04 15:24:13
FEZ,1,ok,2018-11-04 16:01:44
AGG,1,ok,2018-11-04 16:39:20
EWY,1,ok,2018-11-04 14:47:08
ITB,1,ok,2018-11-04 15:24:33
XHB,1,ok,2018-11-04 16:02:06
TBT,1,ok,2018-11-04 16:39:17
DBC,1,ok,2018-11-04 14:47:19
IBB,1,ok,2018-11-04 15:24:33
EWC,1,ok,2018-11-04 16:01:55
UNG,1,ok,2018-11-04 16:39:00
SHY,1,ok,2018-11-04 16:06:32
PFF,1,ok,2018-11-04 16:42:16
USDJPY,1,ok,2018-11-04 18:18:29
GBPUSD,1,ok,2018-11-04 19:53:42
AUDUSD,1,ok,2018-11-04 18:14:44
USDCHF,1,ok,2018-11-04 19:50:45
USDCAD,1,ok,2018-11-04 21:16:56
EURJPY,1,ok,2018-11-04 22:43:00
EURGBP,1,ok,2018-11-04 18:15:13
NZDUSD,1,ok,2018-11-04 19:51:08
XAGUSD,1,ok,2018-11-04 21:16:26
XAUUSD,1,ok,2018-11-04 22:42:03
