target,status,err,completion_time
EURUSD,1,ok: continue,2018-12-27 04:21:30
EEM,1,ok: continue,2018-12-27 04:21:30
EFA,1,ok: continue,2018-12-27 04:21:30
EWZ,1,ok: continue,2018-12-27 04:21:30
FXI,1,ok: continue,2018-12-27 04:21:30
GDX,1,ok: continue,2018-12-27 04:21:30
HYG,1,ok: continue,2018-12-27 04:21:30
IAU,1,ok: continue,2018-12-27 04:21:30
IWM,1,ok: continue,2018-12-27 04:21:30
SPY,1,ok: continue,2018-12-27 04:21:30
USO,1,ok: continue,2018-12-27 04:21:30
VWO,1,ok: continue,2018-12-27 04:21:30
XLE,1,ok: continue,2018-12-27 04:21:30
XLF,1,ok: continue,2018-12-27 04:21:30
XLI,1,ok: continue,2018-12-27 04:21:30
XLK,1,ok: continue,2018-12-27 04:21:30
XLP,1,ok: continue,2018-12-27 04:21:30
XLU,1,ok: continue,2018-12-27 04:21:30
XOP,1,ok: continue,2018-12-27 04:21:30
JNK,1,ok: continue,2018-12-27 04:21:30
IYR,1,ok: continue,2018-12-27 04:21:30
VEA,1,ok: continue,2018-12-27 04:21:30
SLV,1,ok: continue,2018-12-27 04:21:30
XLV,1,ok: continue,2018-12-27 04:21:30
RSX,1,ok: continue,2018-12-27 04:21:30
TLT,1,ok: continue,2018-12-27 04:21:30
EWJ,1,ok: continue,2018-12-27 04:21:30
OIH,1,ok: continue,2018-12-27 04:21:30
GLD,1,ok: continue,2018-12-27 04:21:30
EZU,1,ok: continue,2018-12-27 04:21:30
KRE,1,ok: continue,2018-12-27 04:21:30
SMH,1,ok: continue,2018-12-27 04:21:30
XLB,1,ok: continue,2018-12-27 04:21:30
XRT,1,ok: continue,2018-12-27 04:21:30
LQD,1,ok: continue,2018-12-27 04:21:30
EWT,1,ok: continue,2018-12-27 04:21:30
XLY,1,ok: continue,2018-12-27 04:21:30
VNQ,1,ok: continue,2018-12-27 04:21:30
EWH,1,ok: continue,2018-12-27 04:21:30
EWW,1,ok: continue,2018-12-27 04:21:30
XBI,1,ok: continue,2018-12-27 04:21:30
DIA,1,ok: continue,2018-12-27 04:21:30
EWG,1,ok: continue,2018-12-27 04:21:30
VGK,1,ok: continue,2018-12-27 04:21:30
IEF,1,ok: continue,2018-12-27 04:21:30
EMB,1,ok: continue,2018-12-27 04:21:30
FEZ,1,ok: continue,2018-12-27 04:21:30
AGG,1,ok: continue,2018-12-27 04:21:30
UCO,1,ok: continue,2018-12-27 04:21:30
EWY,1,ok: continue,2018-12-27 04:21:30
ITB,1,ok: continue,2018-12-27 04:21:30
XHB,1,ok: continue,2018-12-27 04:21:30
TBT,1,ok: continue,2018-12-27 04:21:30
DBC,1,ok: continue,2018-12-27 04:21:30
IBB,1,ok: continue,2018-12-27 04:21:30
EWC,1,ok: continue,2018-12-27 04:21:30
UNG,1,ok: continue,2018-12-27 04:21:30
SHY,1,ok: continue,2018-12-27 04:21:30
PFF,1,ok: continue,2018-12-27 04:21:30
USDJPY,1,ok: continue,2018-12-27 04:21:30
GBPUSD,1,ok: continue,2018-12-27 04:21:30
AUDUSD,1,ok: continue,2018-12-27 04:21:30
USDCHF,1,ok: continue,2018-12-27 04:21:30
USDCAD,1,ok: continue,2018-12-27 04:21:30
EURJPY,1,ok: continue,2018-12-27 04:21:30
EURGBP,1,ok: continue,2018-12-27 04:21:30
NZDUSD,1,ok: continue,2018-12-27 04:21:30
XAGUSD,1,ok: continue,2018-12-27 04:21:30
XAUUSD,1,ok: continue,2018-12-27 04:21:30
