target,status,err,completion_time
EURUSD,1,ok: continue,2019-01-08 21:31:07
EEM,1,ok: continue,2019-01-08 21:31:07
EFA,1,ok: continue,2019-01-08 21:31:07
EWZ,1,ok: continue,2019-01-08 21:31:07
FXI,1,ok: continue,2019-01-08 21:31:07
GDX,1,ok: continue,2019-01-08 21:31:07
HYG,1,ok: continue,2019-01-08 21:31:07
IAU,1,ok: continue,2019-01-08 21:31:07
IWM,1,ok: continue,2019-01-08 21:31:07
SPY,1,ok: continue,2019-01-08 21:31:07
USO,1,ok: continue,2019-01-08 21:31:07
VWO,1,ok: continue,2019-01-08 21:31:07
XLE,1,ok: continue,2019-01-08 21:31:07
XLF,1,ok: continue,2019-01-08 21:31:07
XLI,1,ok: continue,2019-01-08 21:31:07
XLK,1,ok: continue,2019-01-08 21:31:07
XLP,1,ok: continue,2019-01-08 21:31:07
XLU,1,ok: continue,2019-01-08 21:31:07
XOP,1,ok: continue,2019-01-08 21:31:07
JNK,1,ok: continue,2019-01-08 21:31:07
IYR,1,ok: continue,2019-01-08 21:31:07
VEA,1,ok: continue,2019-01-08 21:31:07
SLV,1,ok: continue,2019-01-08 21:31:07
XLV,1,ok: continue,2019-01-08 21:31:07
RSX,1,ok: continue,2019-01-08 21:31:07
TLT,1,ok: continue,2019-01-08 21:31:07
EWJ,1,ok: continue,2019-01-08 21:31:07
OIH,1,ok: continue,2019-01-08 21:31:07
GLD,1,ok: continue,2019-01-08 21:31:07
EZU,1,ok: continue,2019-01-08 21:31:07
KRE,1,ok: continue,2019-01-08 21:31:07
SMH,1,ok: continue,2019-01-08 21:31:07
XLB,1,ok: continue,2019-01-08 21:31:07
XRT,1,ok: continue,2019-01-08 21:31:07
LQD,1,ok: continue,2019-01-08 21:31:07
EWT,1,ok: continue,2019-01-08 21:31:07
XLY,1,ok: continue,2019-01-08 21:31:07
VNQ,1,ok: continue,2019-01-08 21:31:07
EWH,1,ok: continue,2019-01-08 21:31:07
EWW,1,ok: continue,2019-01-08 21:31:07
XBI,1,ok: continue,2019-01-08 21:31:07
DIA,1,ok: continue,2019-01-08 21:31:07
EWG,1,ok: continue,2019-01-08 21:31:07
VGK,1,ok: continue,2019-01-08 21:31:07
IEF,1,ok: continue,2019-01-08 21:31:07
EMB,1,ok: continue,2019-01-08 21:31:07
FEZ,1,ok: continue,2019-01-08 21:31:07
AGG,1,ok: continue,2019-01-08 21:31:07
UCO,1,ok: continue,2019-01-08 21:31:07
EWY,1,ok: continue,2019-01-08 21:31:07
ITB,1,ok: continue,2019-01-08 21:31:07
XHB,1,ok: continue,2019-01-08 21:31:07
TBT,1,ok: continue,2019-01-08 21:31:07
DBC,1,ok: continue,2019-01-08 21:31:07
IBB,1,ok: continue,2019-01-08 21:31:07
EWC,1,ok: continue,2019-01-08 21:31:07
UNG,1,ok: continue,2019-01-08 21:31:07
SHY,1,ok: continue,2019-01-08 21:31:07
PFF,1,ok: continue,2019-01-08 21:31:07
USDJPY,1,ok: continue,2019-01-08 21:31:07
GBPUSD,1,ok: continue,2019-01-08 21:31:07
AUDUSD,1,ok: continue,2019-01-08 21:31:07
USDCHF,1,ok: continue,2019-01-08 21:31:07
USDCAD,1,ok: continue,2019-01-08 21:31:07
EURJPY,1,ok: continue,2019-01-08 21:31:07
EURGBP,1,ok: continue,2019-01-08 21:31:07
NZDUSD,1,ok: continue,2019-01-08 21:31:07
XAGUSD,1,ok: continue,2019-01-08 21:31:07
XAUUSD,1,ok: continue,2019-01-08 21:31:07
