target,status,err,completion_time
EURUSD,1,ok: continue,2018-11-22 20:31:19
EEM,1,ok: continue,2018-11-22 20:31:19
EFA,1,ok: continue,2018-11-22 20:31:19
EWZ,1,ok: continue,2018-11-22 20:31:19
FXI,1,ok: continue,2018-11-22 20:31:19
GDX,1,ok: continue,2018-11-22 20:31:19
HYG,1,ok: continue,2018-11-22 20:31:19
IAU,1,ok: continue,2018-11-22 20:31:19
IWM,1,ok: continue,2018-11-22 20:31:19
SPY,1,ok: continue,2018-11-22 20:31:19
USO,1,ok: continue,2018-11-22 20:31:19
VWO,1,ok: continue,2018-11-22 20:31:19
XLE,1,ok: continue,2018-11-22 20:31:19
XLF,1,ok: continue,2018-11-22 20:31:19
XLI,1,ok: continue,2018-11-22 20:31:19
XLK,1,ok: continue,2018-11-22 20:31:19
XLP,1,ok: continue,2018-11-22 20:31:19
XLU,1,ok: continue,2018-11-22 20:31:19
XOP,1,ok: continue,2018-11-22 20:31:19
JNK,1,ok: continue,2018-11-22 20:31:19
IYR,1,ok: continue,2018-11-22 20:31:19
VEA,1,ok: continue,2018-11-22 20:31:19
SLV,1,ok: continue,2018-11-22 20:31:19
XLV,1,ok: continue,2018-11-22 20:31:19
RSX,1,ok: continue,2018-11-22 20:31:19
TLT,1,ok: continue,2018-11-22 20:31:19
EWJ,1,ok: continue,2018-11-22 20:31:19
OIH,1,ok: continue,2018-11-22 20:31:19
GLD,1,ok: continue,2018-11-22 20:31:19
EZU,1,ok: continue,2018-11-22 20:31:19
KRE,1,ok: continue,2018-11-22 20:31:19
SMH,1,ok: continue,2018-11-22 20:31:19
XLB,1,ok: continue,2018-11-22 20:31:19
XRT,1,ok: continue,2018-11-22 20:31:19
LQD,1,ok: continue,2018-11-22 20:31:19
EWT,1,ok: continue,2018-11-22 20:31:19
XLY,1,ok: continue,2018-11-22 20:31:19
VNQ,1,ok: continue,2018-11-22 20:31:19
EWH,1,ok: continue,2018-11-22 20:31:19
EWW,1,ok: continue,2018-11-22 20:31:19
XBI,1,ok: continue,2018-11-22 20:31:19
DIA,1,ok: continue,2018-11-22 20:31:19
EWG,1,ok: continue,2018-11-22 20:31:19
VGK,1,ok: continue,2018-11-22 20:31:19
IEF,1,ok,2018-11-22 21:01:50
EMB,1,ok,2018-11-22 21:33:07
FEZ,1,ok,2018-11-22 22:00:42
AGG,1,ok,2018-11-22 22:33:32
ITB,1,ok,2018-11-22 21:01:51
EWC,1,ok,2018-11-22 21:32:47
UNG,1,ok,2018-11-22 22:00:32
USDJPY,1,ok,2018-11-22 23:13:03
GBPUSD,1,ok: continue,2018-11-22 20:31:19
AUDUSD,1,ok: continue,2018-11-22 20:31:19
USDCAD,1,ok: continue,2018-11-22 20:31:19
EURJPY,1,ok: continue,2018-11-22 20:31:19
NZDUSD,1,ok,2018-11-22 21:46:22
XAGUSD,1,ok,2018-11-22 23:02:24
