,key,port
0,b_EEM,5160
1,b_EMB,5161
2,b_EURUSD,5162
3,b_EWJ,5163
4,b_GBPUSD,5164
5,b_IBB,5165
6,b_NZDUSD,5166
7,b_UNG,5167
8,b_USDCHF,5168
9,b_XBI,5169
10,s_EEM,5170
11,s_EMB,5171
12,s_EURUSD,5172
13,s_EWJ,5173
14,s_GBPUSD,5174
15,s_IBB,5175
16,s_NZDUSD,5176
17,s_UNG,5177
18,s_USDCHF,5178
19,s_XBI,5179
