,key,port
0,b_AGG,5103
1,b_EFA,5104
2,b_EURUSD,5105
3,b_IEF,5106
4,b_TLT,5107
5,s_AGG,5108
6,s_EFA,5109
7,s_EURUSD,5110
8,s_IEF,5111
9,s_TLT,5112
