target,status,err,completion_time
EURUSD,1,ok,2018-11-03 04:39:31
EEM,1,ok,2018-11-03 05:22:29
EFA,1,ok,2018-11-03 06:04:59
EWZ,1,ok,2018-11-03 06:47:54
FXI,1,ok,2018-11-03 02:47:10
GDX,1,ok,2018-11-03 03:34:51
HYG,1,ok,2018-11-03 04:22:28
IAU,1,ok,2018-11-03 05:07:55
IWM,1,ok,2018-11-03 02:46:49
SPY,1,ok,2018-11-03 03:34:30
USO,1,ok,2018-11-03 04:22:07
VWO,1,ok,2018-11-03 05:07:24
XLE,1,ok,2018-11-03 02:47:01
XLF,1,ok,2018-11-03 03:34:49
XLI,1,ok,2018-11-03 04:22:31
XLK,1,ok,2018-11-03 05:08:02
XLP,1,ok,2018-11-03 02:48:03
XLU,1,ok,2018-11-03 03:35:38
XOP,1,ok,2018-11-03 04:23:12
JNK,1,ok,2018-11-03 05:08:29
IYR,1,ok,2018-11-03 05:52:52
VEA,1,ok,2018-11-03 06:37:51
SLV,1,ok,2018-11-03 07:23:27
XLV,1,ok,2018-11-03 08:09:09
RSX,1,ok,2018-11-03 05:53:16
TLT,1,ok,2018-11-03 06:38:48
EWJ,1,ok,2018-11-03 07:24:31
OIH,1,ok,2018-11-03 08:10:16
GLD,1,ok,2018-11-03 05:53:28
EZU,1,ok,2018-11-03 06:38:45
KRE,1,ok,2018-11-03 07:24:22
SMH,1,ok,2018-11-03 08:10:04
XLB,1,ok,2018-11-03 05:53:42
XRT,1,ok,2018-11-03 06:38:59
LQD,1,ok,2018-11-03 07:24:33
EWT,1,ok,2018-11-03 08:10:32
XLY,1,ok,2018-11-03 07:31:34
VNQ,1,ok,2018-11-03 08:15:55
EWH,1,ok,2018-11-03 09:00:39
EWW,1,ok,2018-11-03 09:46:00
XBI,1,ok,2018-11-03 08:54:16
DIA,1,ok,2018-11-03 09:39:54
EWG,1,ok,2018-11-03 10:25:53
VGK,1,ok,2018-11-03 11:11:21
IEF,1,ok,2018-11-03 08:55:59
EMB,1,ok,2018-11-03 09:42:14
FEZ,1,ok,2018-11-03 10:28:31
AGG,1,ok,2018-11-03 11:14:26
EWY,1,ok,2018-11-03 08:56:16
ITB,1,ok,2018-11-03 09:42:22
XHB,1,ok,2018-11-03 10:28:56
TBT,1,ok,2018-11-03 11:14:54
DBC,1,ok,2018-11-03 08:55:38
IBB,1,ok,2018-11-03 09:41:44
EWC,1,ok,2018-11-03 10:28:05
UNG,1,ok,2018-11-03 11:13:51
SHY,1,ok,2018-11-03 10:31:21
PFF,1,ok,2018-11-03 11:16:25
USDJPY,1,ok,2018-11-03 13:09:25
GBPUSD,1,ok,2018-11-03 15:01:53
AUDUSD,1,ok,2018-11-03 13:05:02
USDCHF,1,ok,2018-11-03 14:59:06
USDCAD,1,ok,2018-11-03 16:34:48
EURJPY,1,ok,2018-11-03 18:11:05
EURGBP,1,ok,2018-11-03 13:06:59
NZDUSD,1,ok,2018-11-03 15:00:29
XAGUSD,1,ok,2018-11-03 16:35:54
XAUUSD,1,ok,2018-11-03 18:12:00
