target,status,err,completion_time
EURUSD,1,ok,2018-11-05 12:00:22
EEM,1,ok,2018-11-05 12:24:51
EFA,1,ok,2018-11-05 12:49:30
EWZ,1,ok,2018-11-05 13:13:46
FXI,1,ok,2018-11-05 13:35:20
GDX,1,ok,2018-11-05 14:00:00
HYG,1,ok,2018-11-05 14:24:53
IAU,1,ok,2018-11-05 14:50:22
IWM,1,ok,2018-11-05 15:26:25
SPY,1,ok,2018-11-05 16:01:09
USO,1,ok,2018-11-05 16:35:26
VWO,1,ok,2018-11-05 17:09:56
XLE,1,ok,2018-11-05 17:46:28
XLF,1,ok,2018-11-05 18:22:12
XLI,1,ok,2018-11-05 18:57:31
XLK,1,ok,2018-11-05 19:32:36
XLP,1,ok,2018-11-05 20:08:37
XLU,1,ok,2018-11-05 20:45:46
XOP,1,ok,2018-11-05 21:23:04
JNK,1,ok,2018-11-05 21:59:03
IYR,1,ok,2018-11-05 22:36:26
VEA,1,ok,2018-11-05 23:14:47
SLV,1,ok,2018-11-05 23:58:37
XLV,1,ok,2018-11-06 00:26:50
RSX,1,ok,2018-11-06 00:59:19
TLT,1,ok,2018-11-06 01:31:53
EWJ,1,ok,2018-11-06 02:04:11
OIH,1,ok,2018-11-06 02:33:08
GLD,1,ok,2018-11-06 03:08:04
EZU,1,ok,2018-11-06 03:42:40
KRE,1,ok,2018-11-06 04:13:44
SMH,1,ok,2018-11-06 04:40:17
XLB,1,ok,2018-11-06 05:10:06
XRT,1,ok,2018-11-06 05:40:52
LQD,1,ok,2018-11-06 06:07:54
EWT,1,ok,2018-11-06 06:35:41
XLY,1,ok,2018-11-06 07:04:02
VNQ,1,ok,2018-11-06 07:34:59
EWH,1,ok,2018-11-06 08:16:26
EWW,1,ok,2018-11-06 08:58:28
XBI,1,ok,2018-11-06 09:40:21
DIA,1,ok,2018-11-06 10:21:53
EWG,1,ok,2018-11-06 11:02:08
VGK,1,ok,2018-11-06 11:42:36
IEF,1,ok,2018-11-06 12:23:36
EMB,1,ok,2018-11-06 13:05:02
FEZ,1,ok,2018-11-06 13:46:02
AGG,1,ok,2018-11-06 14:27:00
EWY,1,ok,2018-11-06 15:05:27
ITB,1,ok,2018-11-06 15:35:26
XHB,1,ok,2018-11-06 16:10:31
TBT,1,ok,2018-11-06 16:43:38
DBC,1,ok,2018-11-06 17:14:23
IBB,1,ok,2018-11-06 17:49:44
EWC,1,ok,2018-11-06 18:21:59
UNG,1,ok,2018-11-06 18:49:31
SHY,1,ok,2018-11-06 19:20:10
PFF,1,ok,2018-11-06 19:49:25
USDJPY,1,ok,2018-11-06 21:27:54
GBPUSD,1,ok,2018-11-06 22:57:51
AUDUSD,1,ok,2018-11-07 00:28:54
USDCHF,1,ok,2018-11-07 02:01:47
USDCAD,1,ok,2018-11-07 03:37:03
EURJPY,1,ok,2018-11-07 05:10:11
EURGBP,1,ok,2018-11-07 06:40:51
NZDUSD,1,ok,2018-11-07 08:06:16
XAGUSD,1,ok,2018-11-07 09:32:04
XAUUSD,1,ok,2018-11-07 10:57:08
