,key,port
0,b_EWG,5146
1,b_EWJ,5147
2,b_NZDUSD,5148
3,b_TLT,5149
4,b_VWO,5150
5,b_XBI,5151
6,b_XLE,5152
7,s_EWG,5153
8,s_EWJ,5154
9,s_NZDUSD,5155
10,s_TLT,5156
11,s_VWO,5157
12,s_XBI,5158
13,s_XLE,5159
